project,process,hazard name,product condition,gowning,sterilization,execution pace,batch recoverability,proximity,tactility,allowed movement speed,barrier,critical surfaces,interaction,visibility,distance to object,size,weight,handling
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 6,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 6,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,far - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 7,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 7,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 7,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,far - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 8,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 8,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 8,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,far - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 9,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 9,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 9,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,far - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 1,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 1,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 1,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,31-50 cm,200 g-1 kg,moderate
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 1 with forceps,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,far - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 10,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 10,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 10,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,31-50 cm,200 g-1 kg,moderate
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 10 with forceps,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 2,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 2,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 2,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,31-50 cm,200 g-1 kg,moderate
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 2 with forceps,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,far - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 3,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,far - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 3,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,far - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 3,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,31-50 cm,200 g-1 kg,moderate
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 3 with forceps,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 4,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 4,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 4,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,31-50 cm,200 g-1 kg,moderate
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 4 with forceps,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,far - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 5,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 5,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 5,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,31-50 cm,200 g-1 kg,moderate
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 5 with forceps,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,far - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 6,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 6,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 6,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,31-50 cm,200 g-1 kg,moderate
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 6 with forceps,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,far - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 7,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 7,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle tube 7,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,31-50 cm,200 g-1 kg,moderate
